Level,Date,State Postal Code,State,County Name,Population Staying at Home Percentage,Population Not Staying at Home Percentage,Number of Trips,Number of cases,Est. Med HH Income 2018,POPESTIMATE2019,Lat,Lng,Daily New Cases
County,5/12/2020,IL,Illinois,Macoupin County,22.13%,77.87%,179107.0,39,53778.0,44926,39.2375268,-89.9253233,0
County,5/13/2020,IL,Illinois,Macoupin County,23.18%,76.82%,156093.0,39,53778.0,44926,39.2375268,-89.9253233,0
County,5/14/2020,IL,Illinois,Macoupin County,22.27%,77.73%,169761.0,40,53778.0,44926,39.2375268,-89.9253233,1
County,5/15/2020,IL,Illinois,Macoupin County,23.69%,76.31%,167122.0,40,53778.0,44926,39.2375268,-89.9253233,0
County,5/16/2020,IL,Illinois,Macoupin County,24.04%,75.96%,158641.0,40,53778.0,44926,39.2375268,-89.9253233,0
County,5/17/2020,IL,Illinois,Macoupin County,26.41%,73.59%,152231.0,40,53778.0,44926,39.2375268,-89.9253233,0
County,5/18/2020,IL,Illinois,Macoupin County,20.21%,79.79%,189158.0,40,53778.0,44926,39.2375268,-89.9253233,0
County,5/19/2020,IL,Illinois,Macoupin County,21.21%,78.79%,180073.0,40,53778.0,44926,39.2375268,-89.9253233,0
County,5/20/2020,IL,Illinois,Macoupin County,20.72%,79.28%,186748.0,40,53778.0,44926,39.2375268,-89.9253233,0
County,5/21/2020,IL,Illinois,Macoupin County,20.84%,79.16%,189116.0,40,53778.0,44926,39.2375268,-89.9253233,0
County,5/22/2020,IL,Illinois,Macoupin County,18.71%,81.29%,194531.0,41,53778.0,44926,39.2375268,-89.9253233,1
County,5/23/2020,IL,Illinois,Macoupin County,21.1%,78.9%,205107.0,41,53778.0,44926,39.2375268,-89.9253233,0
County,5/24/2020,IL,Illinois,Macoupin County,26.05%,73.95%,159499.0,41,53778.0,44926,39.2375268,-89.9253233,0
County,5/25/2020,IL,Illinois,Macoupin County,26.25%,73.75%,158489.0,41,53778.0,44926,39.2375268,-89.9253233,0
County,5/26/2020,IL,Illinois,Macoupin County,21.91%,78.09%,178826.0,42,53778.0,44926,39.2375268,-89.9253233,1
County,5/27/2020,IL,Illinois,Macoupin County,21.34%,78.66%,177633.0,43,53778.0,44926,39.2375268,-89.9253233,1
County,5/28/2020,IL,Illinois,Macoupin County,22.08%,77.92%,167925.0,44,53778.0,44926,39.2375268,-89.9253233,1
County,5/29/2020,IL,Illinois,Macoupin County,23.47%,76.53%,178476.0,45,53778.0,44926,39.2375268,-89.9253233,1
County,5/30/2020,IL,Illinois,Macoupin County,23.84%,76.16%,193681.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,5/31/2020,IL,Illinois,Macoupin County,27.22%,72.78%,169222.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/1/2020,IL,Illinois,Macoupin County,21.73%,78.27%,184675.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/2/2020,IL,Illinois,Macoupin County,22.01%,77.99%,187397.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/3/2020,IL,Illinois,Macoupin County,20.34%,79.66%,199546.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/4/2020,IL,Illinois,Macoupin County,20.82%,79.18%,186729.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/5/2020,IL,Illinois,Macoupin County,20.74%,79.26%,190492.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/6/2020,IL,Illinois,Macoupin County,24.92%,75.08%,163642.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/7/2020,IL,Illinois,Macoupin County,25.87%,74.13%,139504.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/8/2020,IL,Illinois,Macoupin County,20.95%,79.05%,198129.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/9/2020,IL,Illinois,Macoupin County,23.03%,76.97%,159440.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/10/2020,IL,Illinois,Macoupin County,22.34%,77.66%,174972.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/11/2020,IL,Illinois,Macoupin County,21.22%,78.78%,185684.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/12/2020,IL,Illinois,Macoupin County,21.42%,78.58%,179544.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/13/2020,IL,Illinois,Macoupin County,23.79%,76.21%,183171.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/14/2020,IL,Illinois,Macoupin County,25.22%,74.78%,155048.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/15/2020,IL,Illinois,Macoupin County,22.43%,77.57%,173468.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/16/2020,IL,Illinois,Macoupin County,22.13%,77.87%,184651.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/17/2020,IL,Illinois,Macoupin County,21.47%,78.53%,180849.0,45,53778.0,44926,39.2375268,-89.9253233,0
County,6/18/2020,IL,Illinois,Macoupin County,21.96%,78.04%,175483.0,46,53778.0,44926,39.2375268,-89.9253233,1
County,6/19/2020,IL,Illinois,Macoupin County,22.17%,77.83%,168665.0,47,53778.0,44926,39.2375268,-89.9253233,1
County,6/20/2020,IL,Illinois,Macoupin County,25.09%,74.91%,166182.0,47,53778.0,44926,39.2375268,-89.9253233,0
County,6/21/2020,IL,Illinois,Macoupin County,27.27%,72.73%,131107.0,47,53778.0,44926,39.2375268,-89.9253233,0
County,6/22/2020,IL,Illinois,Macoupin County,23.1%,76.9%,157453.0,47,53778.0,44926,39.2375268,-89.9253233,0
County,6/23/2020,IL,Illinois,Macoupin County,22.08%,77.92%,177130.0,47,53778.0,44926,39.2375268,-89.9253233,0
County,6/24/2020,IL,Illinois,Macoupin County,22.74%,77.26%,159125.0,48,53778.0,44926,39.2375268,-89.9253233,1
County,6/25/2020,IL,Illinois,Macoupin County,22.49%,77.51%,168354.0,49,53778.0,44926,39.2375268,-89.9253233,1
County,6/26/2020,IL,Illinois,Macoupin County,23.36%,76.64%,169737.0,49,53778.0,44926,39.2375268,-89.9253233,0
County,6/27/2020,IL,Illinois,Macoupin County,22.91%,77.09%,168039.0,51,53778.0,44926,39.2375268,-89.9253233,2
County,6/28/2020,IL,Illinois,Macoupin County,27.5%,72.5%,141195.0,51,53778.0,44926,39.2375268,-89.9253233,0
County,6/29/2020,IL,Illinois,Macoupin County,23.92%,76.08%,159876.0,51,53778.0,44926,39.2375268,-89.9253233,0
County,6/30/2020,IL,Illinois,Macoupin County,25.31%,74.69%,145329.0,51,53778.0,44926,39.2375268,-89.9253233,0
County,2/1/2020,IL,Illinois,Macon County,22.67%,77.33%,400280.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/2/2020,IL,Illinois,Macon County,24.98%,75.02%,376850.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/3/2020,IL,Illinois,Macon County,21.82%,78.18%,421464.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/4/2020,IL,Illinois,Macon County,21.33%,78.67%,411294.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/5/2020,IL,Illinois,Macon County,22.8%,77.2%,400127.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/6/2020,IL,Illinois,Macon County,22.24%,77.76%,445754.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/7/2020,IL,Illinois,Macon County,20.81%,79.19%,462457.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/8/2020,IL,Illinois,Macon County,23.17%,76.83%,405396.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/9/2020,IL,Illinois,Macon County,27.47%,72.53%,329469.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/10/2020,IL,Illinois,Macon County,21.78%,78.22%,443646.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/11/2020,IL,Illinois,Macon County,20.44%,79.56%,457567.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/12/2020,IL,Illinois,Macon County,21.1%,78.9%,437589.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/13/2020,IL,Illinois,Macon County,21.45%,78.55%,428392.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/14/2020,IL,Illinois,Macon County,21.87%,78.13%,448518.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/15/2020,IL,Illinois,Macon County,23.76%,76.24%,414735.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/16/2020,IL,Illinois,Macon County,25.94%,74.06%,383254.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/17/2020,IL,Illinois,Macon County,30.07%,69.93%,332245.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/18/2020,IL,Illinois,Macon County,22.1%,77.9%,427123.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/19/2020,IL,Illinois,Macon County,20.79%,79.21%,456046.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/20/2020,IL,Illinois,Macon County,21.79%,78.21%,457381.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/21/2020,IL,Illinois,Macon County,22.01%,77.99%,470895.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/22/2020,IL,Illinois,Macon County,21.24%,78.76%,450196.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/23/2020,IL,Illinois,Macon County,25.22%,74.78%,393796.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/24/2020,IL,Illinois,Macon County,24.15%,75.85%,415739.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/25/2020,IL,Illinois,Macon County,20.64%,79.36%,434823.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/26/2020,IL,Illinois,Macon County,20.68%,79.32%,438537.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/27/2020,IL,Illinois,Macon County,21.4%,78.6%,469441.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/28/2020,IL,Illinois,Macon County,21.51%,78.49%,476016.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,2/29/2020,IL,Illinois,Macon County,21.85%,78.15%,465615.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/1/2020,IL,Illinois,Macon County,23.82%,76.18%,379334.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/2/2020,IL,Illinois,Macon County,22.43%,77.57%,434128.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/3/2020,IL,Illinois,Macon County,20.51%,79.49%,456264.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/4/2020,IL,Illinois,Macon County,20.4%,79.6%,455381.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/5/2020,IL,Illinois,Macon County,19.24%,80.76%,447608.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/6/2020,IL,Illinois,Macon County,19.06%,80.94%,463383.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/7/2020,IL,Illinois,Macon County,20.17%,79.83%,472590.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/8/2020,IL,Illinois,Macon County,22.41%,77.59%,399303.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/9/2020,IL,Illinois,Macon County,20.11%,79.89%,410976.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/10/2020,IL,Illinois,Macon County,21.07%,78.93%,432634.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/11/2020,IL,Illinois,Macon County,19.05%,80.95%,459888.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/12/2020,IL,Illinois,Macon County,19.79%,80.21%,423917.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/13/2020,IL,Illinois,Macon County,19.56%,80.44%,446153.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/14/2020,IL,Illinois,Macon County,24.12%,75.88%,384788.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/15/2020,IL,Illinois,Macon County,27.88%,72.12%,350694.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/16/2020,IL,Illinois,Macon County,24.64%,75.36%,403325.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/17/2020,IL,Illinois,Macon County,27.15%,72.85%,406741.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/18/2020,IL,Illinois,Macon County,29.17%,70.83%,385773.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/19/2020,IL,Illinois,Macon County,28.2%,71.8%,374834.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/20/2020,IL,Illinois,Macon County,29.17%,70.83%,403527.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/21/2020,IL,Illinois,Macon County,31.67%,68.33%,343211.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/22/2020,IL,Illinois,Macon County,33.03%,66.97%,236025.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/23/2020,IL,Illinois,Macon County,27.43%,72.57%,318418.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/24/2020,IL,Illinois,Macon County,29.38%,70.62%,321566.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/25/2020,IL,Illinois,Macon County,28.16%,71.84%,322860.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/26/2020,IL,Illinois,Macon County,27.99%,72.01%,334216.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/27/2020,IL,Illinois,Macon County,27.81%,72.19%,308216.0,0,50444.0,104009,39.8949055,-89.0179332,0
County,3/28/2020,IL,Illinois,Macon County,29.25%,70.75%,302214.0,1,50444.0,104009,39.8949055,-89.0179332,1
County,3/29/2020,IL,Illinois,Macon County,31.64%,68.36%,269398.0,2,50444.0,104009,39.8949055,-89.0179332,1
County,3/30/2020,IL,Illinois,Macon County,27.8%,72.2%,338220.0,2,50444.0,104009,39.8949055,-89.0179332,0
County,3/31/2020,IL,Illinois,Macon County,28.69%,71.31%,318707.0,2,50444.0,104009,39.8949055,-89.0179332,0
County,4/1/2020,IL,Illinois,Macon County,27.82%,72.18%,344151.0,2,50444.0,104009,39.8949055,-89.0179332,0
County,4/2/2020,IL,Illinois,Macon County,29.15%,70.85%,340552.0,2,50444.0,104009,39.8949055,-89.0179332,0
County,4/3/2020,IL,Illinois,Macon County,27.64%,72.36%,335446.0,2,50444.0,104009,39.8949055,-89.0179332,0
County,4/4/2020,IL,Illinois,Macon County,30.28%,69.72%,285415.0,5,50444.0,104009,39.8949055,-89.0179332,3
County,4/5/2020,IL,Illinois,Macon County,31.36%,68.64%,272179.0,6,50444.0,104009,39.8949055,-89.0179332,1
County,4/6/2020,IL,Illinois,Macon County,29.03%,70.97%,340116.0,9,50444.0,104009,39.8949055,-89.0179332,3
County,4/7/2020,IL,Illinois,Macon County,28.25%,71.75%,337558.0,12,50444.0,104009,39.8949055,-89.0179332,3
County,4/8/2020,IL,Illinois,Macon County,27.59%,72.41%,334486.0,13,50444.0,104009,39.8949055,-89.0179332,1
County,4/9/2020,IL,Illinois,Macon County,29.23%,70.77%,326742.0,14,50444.0,104009,39.8949055,-89.0179332,1
County,4/10/2020,IL,Illinois,Macon County,28.6%,71.4%,348086.0,14,50444.0,104009,39.8949055,-89.0179332,0
County,4/11/2020,IL,Illinois,Macon County,29.65%,70.35%,318049.0,23,50444.0,104009,39.8949055,-89.0179332,9
County,4/12/2020,IL,Illinois,Macon County,34.23%,65.77%,234564.0,35,50444.0,104009,39.8949055,-89.0179332,12
County,4/13/2020,IL,Illinois,Macon County,30.9%,69.1%,315595.0,42,50444.0,104009,39.8949055,-89.0179332,7
County,4/14/2020,IL,Illinois,Macon County,28.66%,71.34%,315273.0,44,50444.0,104009,39.8949055,-89.0179332,2
County,4/15/2020,IL,Illinois,Macon County,27.74%,72.26%,315040.0,44,50444.0,104009,39.8949055,-89.0179332,0
County,4/16/2020,IL,Illinois,Macon County,28.56%,71.44%,305635.0,47,50444.0,104009,39.8949055,-89.0179332,3
County,4/17/2020,IL,Illinois,Macon County,26.63%,73.37%,309335.0,47,50444.0,104009,39.8949055,-89.0179332,0
County,4/18/2020,IL,Illinois,Macon County,29.82%,70.18%,333914.0,54,50444.0,104009,39.8949055,-89.0179332,7
County,4/19/2020,IL,Illinois,Macon County,29.94%,70.06%,278544.0,54,50444.0,104009,39.8949055,-89.0179332,0
County,4/20/2020,IL,Illinois,Macon County,25.92%,74.08%,328090.0,55,50444.0,104009,39.8949055,-89.0179332,1
County,4/21/2020,IL,Illinois,Macon County,29.61%,70.39%,376922.0,60,50444.0,104009,39.8949055,-89.0179332,5
County,4/22/2020,IL,Illinois,Macon County,28.29%,71.71%,368609.0,93,50444.0,104009,39.8949055,-89.0179332,33
County,4/23/2020,IL,Illinois,Macon County,28.04%,71.96%,351486.0,96,50444.0,104009,39.8949055,-89.0179332,3
County,4/24/2020,IL,Illinois,Macon County,27.85%,72.15%,350090.0,99,50444.0,104009,39.8949055,-89.0179332,3
County,4/25/2020,IL,Illinois,Macon County,30.33%,69.67%,314526.0,100,50444.0,104009,39.8949055,-89.0179332,1
County,4/26/2020,IL,Illinois,Macon County,30.15%,69.85%,314190.0,102,50444.0,104009,39.8949055,-89.0179332,2
County,4/27/2020,IL,Illinois,Macon County,27.01%,72.99%,366008.0,103,50444.0,104009,39.8949055,-89.0179332,1
County,4/28/2020,IL,Illinois,Macon County,27.21%,72.79%,368335.0,103,50444.0,104009,39.8949055,-89.0179332,0
County,4/29/2020,IL,Illinois,Macon County,27.2%,72.8%,337403.0,105,50444.0,104009,39.8949055,-89.0179332,2
County,4/30/2020,IL,Illinois,Macon County,27.63%,72.37%,372045.0,106,50444.0,104009,39.8949055,-89.0179332,1
County,5/1/2020,IL,Illinois,Macon County,26.13%,73.87%,404249.0,109,50444.0,104009,39.8949055,-89.0179332,3
County,5/2/2020,IL,Illinois,Macon County,27.58%,72.42%,378442.0,119,50444.0,104009,39.8949055,-89.0179332,10
County,5/3/2020,IL,Illinois,Macon County,30.52%,69.48%,298653.0,122,50444.0,104009,39.8949055,-89.0179332,3
County,5/4/2020,IL,Illinois,Macon County,26.71%,73.29%,367735.0,124,50444.0,104009,39.8949055,-89.0179332,2
County,5/5/2020,IL,Illinois,Macon County,26.87%,73.13%,346162.0,126,50444.0,104009,39.8949055,-89.0179332,2
County,5/6/2020,IL,Illinois,Macon County,27.31%,72.69%,366374.0,129,50444.0,104009,39.8949055,-89.0179332,3
County,5/7/2020,IL,Illinois,Macon County,26.24%,73.76%,372868.0,133,50444.0,104009,39.8949055,-89.0179332,4
County,5/8/2020,IL,Illinois,Macon County,26.62%,73.38%,379677.0,138,50444.0,104009,39.8949055,-89.0179332,5
County,5/9/2020,IL,Illinois,Macon County,27.83%,72.17%,369267.0,140,50444.0,104009,39.8949055,-89.0179332,2
County,5/10/2020,IL,Illinois,Macon County,29.42%,70.58%,311761.0,144,50444.0,104009,39.8949055,-89.0179332,4
County,5/11/2020,IL,Illinois,Macon County,24.09%,75.91%,382882.0,146,50444.0,104009,39.8949055,-89.0179332,2
County,5/12/2020,IL,Illinois,Macon County,23.07%,76.93%,408666.0,149,50444.0,104009,39.8949055,-89.0179332,3
County,5/13/2020,IL,Illinois,Macon County,23.38%,76.62%,359872.0,151,50444.0,104009,39.8949055,-89.0179332,2
County,5/14/2020,IL,Illinois,Macon County,23.17%,76.83%,362028.0,154,50444.0,104009,39.8949055,-89.0179332,3
County,5/15/2020,IL,Illinois,Macon County,23.19%,76.81%,382259.0,159,50444.0,104009,39.8949055,-89.0179332,5
County,5/16/2020,IL,Illinois,Macon County,25.15%,74.85%,364253.0,163,50444.0,104009,39.8949055,-89.0179332,4
County,5/17/2020,IL,Illinois,Macon County,25.57%,74.43%,342616.0,165,50444.0,104009,39.8949055,-89.0179332,2
County,5/18/2020,IL,Illinois,Macon County,20.12%,79.88%,427146.0,169,50444.0,104009,39.8949055,-89.0179332,4
County,5/19/2020,IL,Illinois,Macon County,21.57%,78.43%,431542.0,170,50444.0,104009,39.8949055,-89.0179332,1
County,5/20/2020,IL,Illinois,Macon County,20.27%,79.73%,427925.0,176,50444.0,104009,39.8949055,-89.0179332,6
County,5/21/2020,IL,Illinois,Macon County,20.65%,79.35%,438656.0,182,50444.0,104009,39.8949055,-89.0179332,6
County,5/22/2020,IL,Illinois,Macon County,17.91%,82.09%,438314.0,184,50444.0,104009,39.8949055,-89.0179332,2
County,5/23/2020,IL,Illinois,Macon County,21.21%,78.79%,406258.0,187,50444.0,104009,39.8949055,-89.0179332,3
County,5/24/2020,IL,Illinois,Macon County,25.1%,74.9%,327068.0,187,50444.0,104009,39.8949055,-89.0179332,0
County,5/25/2020,IL,Illinois,Macon County,25.25%,74.75%,321600.0,188,50444.0,104009,39.8949055,-89.0179332,1
County,5/26/2020,IL,Illinois,Macon County,23.07%,76.93%,363863.0,188,50444.0,104009,39.8949055,-89.0179332,0
County,5/27/2020,IL,Illinois,Macon County,22.69%,77.31%,396273.0,189,50444.0,104009,39.8949055,-89.0179332,1
County,5/28/2020,IL,Illinois,Macon County,23.55%,76.45%,371614.0,192,50444.0,104009,39.8949055,-89.0179332,3
County,5/29/2020,IL,Illinois,Macon County,24.72%,75.28%,399082.0,193,50444.0,104009,39.8949055,-89.0179332,1
County,5/30/2020,IL,Illinois,Macon County,24.91%,75.09%,411081.0,193,50444.0,104009,39.8949055,-89.0179332,0
County,5/31/2020,IL,Illinois,Macon County,28.17%,71.83%,342970.0,193,50444.0,104009,39.8949055,-89.0179332,0
County,6/1/2020,IL,Illinois,Macon County,24.59%,75.41%,354743.0,194,50444.0,104009,39.8949055,-89.0179332,1
County,6/2/2020,IL,Illinois,Macon County,26.11%,73.89%,368082.0,194,50444.0,104009,39.8949055,-89.0179332,0
County,6/3/2020,IL,Illinois,Macon County,21.92%,78.08%,413759.0,195,50444.0,104009,39.8949055,-89.0179332,1
County,6/4/2020,IL,Illinois,Macon County,21.84%,78.16%,402529.0,199,50444.0,104009,39.8949055,-89.0179332,4
County,6/5/2020,IL,Illinois,Macon County,21.62%,78.38%,408707.0,200,50444.0,104009,39.8949055,-89.0179332,1
County,6/6/2020,IL,Illinois,Macon County,24.76%,75.24%,356788.0,202,50444.0,104009,39.8949055,-89.0179332,2
County,6/7/2020,IL,Illinois,Macon County,24.34%,75.66%,342309.0,202,50444.0,104009,39.8949055,-89.0179332,0
County,6/8/2020,IL,Illinois,Macon County,20.58%,79.42%,434287.0,203,50444.0,104009,39.8949055,-89.0179332,1
County,6/9/2020,IL,Illinois,Macon County,23.18%,76.82%,363156.0,203,50444.0,104009,39.8949055,-89.0179332,0
County,6/10/2020,IL,Illinois,Macon County,22.18%,77.82%,380777.0,204,50444.0,104009,39.8949055,-89.0179332,1
County,6/11/2020,IL,Illinois,Macon County,20.85%,79.15%,427120.0,206,50444.0,104009,39.8949055,-89.0179332,2
County,6/12/2020,IL,Illinois,Macon County,21.89%,78.11%,418333.0,206,50444.0,104009,39.8949055,-89.0179332,0
County,6/13/2020,IL,Illinois,Macon County,23.06%,76.94%,431926.0,207,50444.0,104009,39.8949055,-89.0179332,1
County,6/14/2020,IL,Illinois,Macon County,24.45%,75.55%,345082.0,209,50444.0,104009,39.8949055,-89.0179332,2
County,6/15/2020,IL,Illinois,Macon County,24.0%,76.0%,386219.0,209,50444.0,104009,39.8949055,-89.0179332,0
County,6/16/2020,IL,Illinois,Macon County,23.27%,76.73%,402746.0,212,50444.0,104009,39.8949055,-89.0179332,3
County,6/17/2020,IL,Illinois,Macon County,23.25%,76.75%,407973.0,213,50444.0,104009,39.8949055,-89.0179332,1
County,6/18/2020,IL,Illinois,Macon County,23.05%,76.95%,404442.0,214,50444.0,104009,39.8949055,-89.0179332,1
County,6/19/2020,IL,Illinois,Macon County,21.78%,78.22%,383660.0,216,50444.0,104009,39.8949055,-89.0179332,2
County,6/20/2020,IL,Illinois,Macon County,23.77%,76.23%,358333.0,218,50444.0,104009,39.8949055,-89.0179332,2
County,6/21/2020,IL,Illinois,Macon County,27.71%,72.29%,296724.0,218,50444.0,104009,39.8949055,-89.0179332,0
County,6/22/2020,IL,Illinois,Macon County,23.89%,76.11%,342347.0,219,50444.0,104009,39.8949055,-89.0179332,1
County,6/23/2020,IL,Illinois,Macon County,22.53%,77.47%,405297.0,220,50444.0,104009,39.8949055,-89.0179332,1
County,6/24/2020,IL,Illinois,Macon County,23.7%,76.3%,365718.0,223,50444.0,104009,39.8949055,-89.0179332,3
County,6/25/2020,IL,Illinois,Macon County,23.27%,76.73%,396337.0,226,50444.0,104009,39.8949055,-89.0179332,3
County,6/26/2020,IL,Illinois,Macon County,23.68%,76.32%,394653.0,227,50444.0,104009,39.8949055,-89.0179332,1
County,6/27/2020,IL,Illinois,Macon County,24.43%,75.57%,359678.0,227,50444.0,104009,39.8949055,-89.0179332,0
County,6/28/2020,IL,Illinois,Macon County,25.83%,74.17%,333534.0,227,50444.0,104009,39.8949055,-89.0179332,0
County,6/29/2020,IL,Illinois,Macon County,23.93%,76.07%,374595.0,228,50444.0,104009,39.8949055,-89.0179332,1
County,6/30/2020,IL,Illinois,Macon County,24.04%,75.96%,365657.0,231,50444.0,104009,39.8949055,-89.0179332,3
County,2/1/2020,IL,Illinois,Logan County,23.32%,76.68%,107515.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/2/2020,IL,Illinois,Logan County,26.14%,73.86%,95976.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/3/2020,IL,Illinois,Logan County,21.66%,78.34%,112667.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/4/2020,IL,Illinois,Logan County,21.93%,78.07%,110157.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/5/2020,IL,Illinois,Logan County,22.62%,77.38%,112717.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/6/2020,IL,Illinois,Logan County,23.89%,76.11%,114607.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/7/2020,IL,Illinois,Logan County,21.21%,78.79%,123072.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/8/2020,IL,Illinois,Logan County,23.15%,76.85%,107768.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/9/2020,IL,Illinois,Logan County,28.42%,71.58%,86420.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/10/2020,IL,Illinois,Logan County,22.22%,77.78%,121742.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/11/2020,IL,Illinois,Logan County,19.65%,80.35%,121376.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/12/2020,IL,Illinois,Logan County,21.69%,78.31%,123381.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/13/2020,IL,Illinois,Logan County,21.61%,78.39%,114049.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/14/2020,IL,Illinois,Logan County,20.79%,79.21%,123185.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/15/2020,IL,Illinois,Logan County,23.96%,76.04%,116771.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/16/2020,IL,Illinois,Logan County,27.51%,72.49%,104280.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/17/2020,IL,Illinois,Logan County,29.7%,70.3%,91212.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/18/2020,IL,Illinois,Logan County,21.98%,78.02%,123634.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/19/2020,IL,Illinois,Logan County,18.99%,81.01%,123148.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/20/2020,IL,Illinois,Logan County,20.25%,79.75%,125551.0,0,57899.0,28618,40.061338,-89.3226954,0
County,2/21/2020,IL,Illinois,Logan County,22.05%,77.95%,129532.0,0,57899.0,28618,40.061338,-89.3226954,0
