Level,Date,State Postal Code,State,County Name,Population Staying at Home Percentage,Population Not Staying at Home Percentage,Number of Trips,Number of cases,Est. Med HH Income 2018,POPESTIMATE2019,Lat,Lng,Daily New Cases
County,2/1/2020,IL,Illinois,Edgar County,21.72%,78.28%,63099.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/2/2020,IL,Illinois,Edgar County,22.97%,77.03%,58833.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/3/2020,IL,Illinois,Edgar County,21.07%,78.93%,77640.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/4/2020,IL,Illinois,Edgar County,20.47%,79.53%,73672.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/5/2020,IL,Illinois,Edgar County,20.31%,79.69%,69017.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/6/2020,IL,Illinois,Edgar County,20.59%,79.41%,70167.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/7/2020,IL,Illinois,Edgar County,17.93%,82.07%,76962.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/8/2020,IL,Illinois,Edgar County,21.01%,78.99%,64823.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/9/2020,IL,Illinois,Edgar County,25.8%,74.2%,54458.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/10/2020,IL,Illinois,Edgar County,20.19%,79.81%,73655.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/11/2020,IL,Illinois,Edgar County,18.15%,81.85%,71852.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/12/2020,IL,Illinois,Edgar County,18.68%,81.32%,76007.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/13/2020,IL,Illinois,Edgar County,17.59%,82.41%,74696.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/14/2020,IL,Illinois,Edgar County,18.44%,81.56%,82254.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/15/2020,IL,Illinois,Edgar County,20.46%,79.54%,72192.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/16/2020,IL,Illinois,Edgar County,22.48%,77.52%,68224.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/17/2020,IL,Illinois,Edgar County,25.95%,74.05%,57132.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/18/2020,IL,Illinois,Edgar County,20.52%,79.48%,72391.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/19/2020,IL,Illinois,Edgar County,18.39%,81.61%,72312.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/20/2020,IL,Illinois,Edgar County,19.64%,80.36%,73628.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/21/2020,IL,Illinois,Edgar County,20.76%,79.24%,83875.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/22/2020,IL,Illinois,Edgar County,17.57%,82.43%,71659.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/23/2020,IL,Illinois,Edgar County,22.05%,77.95%,65107.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/24/2020,IL,Illinois,Edgar County,21.71%,78.29%,69178.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/25/2020,IL,Illinois,Edgar County,18.21%,81.79%,73318.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/26/2020,IL,Illinois,Edgar County,19.45%,80.55%,85494.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/27/2020,IL,Illinois,Edgar County,19.72%,80.28%,80069.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/28/2020,IL,Illinois,Edgar County,19.62%,80.38%,76686.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/29/2020,IL,Illinois,Edgar County,19.86%,80.14%,83785.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/1/2020,IL,Illinois,Edgar County,22.04%,77.96%,70227.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/2/2020,IL,Illinois,Edgar County,20.75%,79.25%,75242.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/3/2020,IL,Illinois,Edgar County,17.75%,82.25%,83026.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/4/2020,IL,Illinois,Edgar County,17.34%,82.66%,73626.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/5/2020,IL,Illinois,Edgar County,16.79%,83.21%,77676.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/6/2020,IL,Illinois,Edgar County,17.54%,82.46%,76027.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/7/2020,IL,Illinois,Edgar County,18.21%,81.79%,79727.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/8/2020,IL,Illinois,Edgar County,19.72%,80.28%,75372.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/9/2020,IL,Illinois,Edgar County,18.95%,81.05%,77334.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/10/2020,IL,Illinois,Edgar County,18.93%,81.07%,75515.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/11/2020,IL,Illinois,Edgar County,15.85%,84.15%,84417.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/12/2020,IL,Illinois,Edgar County,17.03%,82.97%,93558.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/13/2020,IL,Illinois,Edgar County,16.05%,83.95%,92421.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/14/2020,IL,Illinois,Edgar County,20.97%,79.03%,78782.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/15/2020,IL,Illinois,Edgar County,22.75%,77.25%,70885.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/16/2020,IL,Illinois,Edgar County,21.36%,78.64%,72556.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/17/2020,IL,Illinois,Edgar County,22.82%,77.18%,69460.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/18/2020,IL,Illinois,Edgar County,23.65%,76.35%,66774.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/19/2020,IL,Illinois,Edgar County,23.08%,76.92%,61758.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/20/2020,IL,Illinois,Edgar County,24.24%,75.76%,70178.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/21/2020,IL,Illinois,Edgar County,27.89%,72.11%,69482.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/22/2020,IL,Illinois,Edgar County,28.2%,71.8%,52310.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/23/2020,IL,Illinois,Edgar County,24.65%,75.35%,61333.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/24/2020,IL,Illinois,Edgar County,25.14%,74.86%,64300.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/25/2020,IL,Illinois,Edgar County,24.92%,75.08%,58288.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/26/2020,IL,Illinois,Edgar County,23.4%,76.6%,64765.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/27/2020,IL,Illinois,Edgar County,24.68%,75.32%,58106.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/28/2020,IL,Illinois,Edgar County,25.29%,74.71%,59036.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/29/2020,IL,Illinois,Edgar County,28.51%,71.49%,51702.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/30/2020,IL,Illinois,Edgar County,23.43%,76.57%,59358.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,3/31/2020,IL,Illinois,Edgar County,26.94%,73.06%,55167.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/1/2020,IL,Illinois,Edgar County,25.3%,74.7%,56880.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/2/2020,IL,Illinois,Edgar County,24.89%,75.11%,63678.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/3/2020,IL,Illinois,Edgar County,23.93%,76.07%,66398.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/4/2020,IL,Illinois,Edgar County,25.86%,74.14%,60518.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/5/2020,IL,Illinois,Edgar County,28.46%,71.54%,58510.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/6/2020,IL,Illinois,Edgar County,23.96%,76.04%,69337.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/7/2020,IL,Illinois,Edgar County,24.5%,75.5%,61525.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/8/2020,IL,Illinois,Edgar County,22.98%,77.02%,69154.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/9/2020,IL,Illinois,Edgar County,26.66%,73.34%,63723.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/10/2020,IL,Illinois,Edgar County,25.16%,74.84%,70356.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/11/2020,IL,Illinois,Edgar County,25.69%,74.31%,61250.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/12/2020,IL,Illinois,Edgar County,29.8%,70.2%,42658.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/13/2020,IL,Illinois,Edgar County,26.64%,73.36%,56100.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/14/2020,IL,Illinois,Edgar County,23.74%,76.26%,61028.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/15/2020,IL,Illinois,Edgar County,22.99%,77.01%,57220.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/16/2020,IL,Illinois,Edgar County,24.46%,75.54%,61263.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/17/2020,IL,Illinois,Edgar County,20.69%,79.31%,55230.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/18/2020,IL,Illinois,Edgar County,24.69%,75.31%,54081.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/19/2020,IL,Illinois,Edgar County,24.53%,75.47%,48762.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/20/2020,IL,Illinois,Edgar County,21.53%,78.47%,69224.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/21/2020,IL,Illinois,Edgar County,24.97%,75.03%,64463.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/22/2020,IL,Illinois,Edgar County,23.84%,76.16%,62296.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/23/2020,IL,Illinois,Edgar County,24.59%,75.41%,57301.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/24/2020,IL,Illinois,Edgar County,23.7%,76.3%,67068.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/25/2020,IL,Illinois,Edgar County,26.01%,73.99%,66598.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/26/2020,IL,Illinois,Edgar County,27.37%,72.63%,55456.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/27/2020,IL,Illinois,Edgar County,24.52%,75.48%,67470.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/28/2020,IL,Illinois,Edgar County,23.49%,76.51%,66328.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/29/2020,IL,Illinois,Edgar County,23.78%,76.22%,57187.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,4/30/2020,IL,Illinois,Edgar County,24.21%,75.79%,65045.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/1/2020,IL,Illinois,Edgar County,24.01%,75.99%,78806.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/2/2020,IL,Illinois,Edgar County,23.66%,76.34%,70714.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/3/2020,IL,Illinois,Edgar County,24.27%,75.73%,60513.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/4/2020,IL,Illinois,Edgar County,22.76%,77.24%,62962.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/5/2020,IL,Illinois,Edgar County,23.29%,76.71%,69886.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/6/2020,IL,Illinois,Edgar County,23.95%,76.05%,72985.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/7/2020,IL,Illinois,Edgar County,23.89%,76.11%,69575.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/8/2020,IL,Illinois,Edgar County,24.64%,75.36%,64982.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/9/2020,IL,Illinois,Edgar County,25.2%,74.8%,78798.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/10/2020,IL,Illinois,Edgar County,24.88%,75.12%,55660.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/11/2020,IL,Illinois,Edgar County,21.57%,78.43%,72127.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/12/2020,IL,Illinois,Edgar County,19.75%,80.25%,81495.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/13/2020,IL,Illinois,Edgar County,20.66%,79.34%,68915.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/14/2020,IL,Illinois,Edgar County,18.19%,81.81%,73482.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/15/2020,IL,Illinois,Edgar County,20.91%,79.09%,69247.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/16/2020,IL,Illinois,Edgar County,20.75%,79.25%,76475.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/17/2020,IL,Illinois,Edgar County,25.67%,74.33%,66494.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/18/2020,IL,Illinois,Edgar County,17.69%,82.31%,82497.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/19/2020,IL,Illinois,Edgar County,18.57%,81.43%,73777.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/20/2020,IL,Illinois,Edgar County,20.02%,79.98%,82851.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/21/2020,IL,Illinois,Edgar County,16.91%,83.09%,84735.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/22/2020,IL,Illinois,Edgar County,18.48%,81.52%,83910.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/23/2020,IL,Illinois,Edgar County,19.67%,80.33%,80273.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/24/2020,IL,Illinois,Edgar County,20.82%,79.18%,70864.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/25/2020,IL,Illinois,Edgar County,22.05%,77.95%,68413.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/26/2020,IL,Illinois,Edgar County,18.63%,81.37%,79588.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/27/2020,IL,Illinois,Edgar County,18.59%,81.41%,77988.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/28/2020,IL,Illinois,Edgar County,19.45%,80.55%,70469.0,0,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/29/2020,IL,Illinois,Edgar County,21.99%,78.01%,79513.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,1
County,5/30/2020,IL,Illinois,Edgar County,22.57%,77.43%,84034.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,5/31/2020,IL,Illinois,Edgar County,22.83%,77.17%,81826.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/1/2020,IL,Illinois,Edgar County,18.96%,81.04%,78159.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/2/2020,IL,Illinois,Edgar County,20.12%,79.88%,82172.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/3/2020,IL,Illinois,Edgar County,15.69%,84.31%,84646.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/4/2020,IL,Illinois,Edgar County,18.4%,81.6%,79024.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/5/2020,IL,Illinois,Edgar County,17.52%,82.48%,84651.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/6/2020,IL,Illinois,Edgar County,21.72%,78.28%,73010.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/7/2020,IL,Illinois,Edgar County,21.85%,78.15%,72941.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/8/2020,IL,Illinois,Edgar County,16.39%,83.61%,79782.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/9/2020,IL,Illinois,Edgar County,18.1%,81.9%,80802.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/10/2020,IL,Illinois,Edgar County,18.53%,81.47%,79469.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/11/2020,IL,Illinois,Edgar County,16.35%,83.65%,85263.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/12/2020,IL,Illinois,Edgar County,18.86%,81.14%,88012.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/13/2020,IL,Illinois,Edgar County,18.13%,81.87%,87947.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/14/2020,IL,Illinois,Edgar County,21.47%,78.53%,69351.0,1,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/15/2020,IL,Illinois,Edgar County,19.79%,80.21%,76502.0,2,51109.0,17161,39.71312229999999,-87.77633329999998,1
County,6/16/2020,IL,Illinois,Edgar County,19.75%,80.25%,73873.0,2,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/17/2020,IL,Illinois,Edgar County,19.3%,80.7%,82767.0,2,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/18/2020,IL,Illinois,Edgar County,20.24%,79.76%,81038.0,3,51109.0,17161,39.71312229999999,-87.77633329999998,1
County,6/19/2020,IL,Illinois,Edgar County,18.92%,81.08%,75203.0,6,51109.0,17161,39.71312229999999,-87.77633329999998,3
County,6/20/2020,IL,Illinois,Edgar County,19.54%,80.46%,72708.0,6,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/21/2020,IL,Illinois,Edgar County,24.04%,75.96%,58304.0,6,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/22/2020,IL,Illinois,Edgar County,20.26%,79.74%,65589.0,7,51109.0,17161,39.71312229999999,-87.77633329999998,1
County,6/23/2020,IL,Illinois,Edgar County,19.51%,80.49%,70837.0,7,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/24/2020,IL,Illinois,Edgar County,20.8%,79.2%,67347.0,7,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/25/2020,IL,Illinois,Edgar County,19.43%,80.57%,70533.0,8,51109.0,17161,39.71312229999999,-87.77633329999998,1
County,6/26/2020,IL,Illinois,Edgar County,21.41%,78.59%,70470.0,8,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/27/2020,IL,Illinois,Edgar County,21.46%,78.54%,64881.0,9,51109.0,17161,39.71312229999999,-87.77633329999998,1
County,6/28/2020,IL,Illinois,Edgar County,20.79%,79.21%,66715.0,9,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,6/29/2020,IL,Illinois,Edgar County,21.32%,78.68%,76249.0,10,51109.0,17161,39.71312229999999,-87.77633329999998,1
County,6/30/2020,IL,Illinois,Edgar County,18.7%,81.3%,75474.0,10,51109.0,17161,39.71312229999999,-87.77633329999998,0
County,2/1/2020,IL,Illinois,DuPage County,21.71%,78.29%,3476642.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/2/2020,IL,Illinois,DuPage County,23.67%,76.33%,3234709.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/3/2020,IL,Illinois,DuPage County,20.1%,79.9%,3398372.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/4/2020,IL,Illinois,DuPage County,19.79%,80.21%,3419377.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/5/2020,IL,Illinois,DuPage County,19.95%,80.05%,3433425.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/6/2020,IL,Illinois,DuPage County,20.13%,79.87%,3493203.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/7/2020,IL,Illinois,DuPage County,18.99%,81.01%,3835394.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/8/2020,IL,Illinois,DuPage County,21.14%,78.86%,3521998.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/9/2020,IL,Illinois,DuPage County,27.22%,72.78%,2913434.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/10/2020,IL,Illinois,DuPage County,19.63%,80.37%,3638336.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/11/2020,IL,Illinois,DuPage County,18.55%,81.45%,3675697.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/12/2020,IL,Illinois,DuPage County,19.48%,80.52%,3703025.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/13/2020,IL,Illinois,DuPage County,19.63%,80.37%,3690534.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/14/2020,IL,Illinois,DuPage County,19.46%,80.54%,3998439.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/15/2020,IL,Illinois,DuPage County,21.93%,78.07%,3793755.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/16/2020,IL,Illinois,DuPage County,23.81%,76.19%,3379674.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/17/2020,IL,Illinois,DuPage County,27.23%,72.77%,2912926.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/18/2020,IL,Illinois,DuPage County,19.81%,80.19%,3710381.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/19/2020,IL,Illinois,DuPage County,18.82%,81.18%,3831502.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/20/2020,IL,Illinois,DuPage County,19.67%,80.33%,3734044.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/21/2020,IL,Illinois,DuPage County,19.21%,80.79%,3993437.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/22/2020,IL,Illinois,DuPage County,19.27%,80.73%,3908423.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/23/2020,IL,Illinois,DuPage County,23.43%,76.57%,3479077.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/24/2020,IL,Illinois,DuPage County,21.02%,78.98%,3575626.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/25/2020,IL,Illinois,DuPage County,19.32%,80.68%,3644749.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/26/2020,IL,Illinois,DuPage County,19.33%,80.67%,3486084.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/27/2020,IL,Illinois,DuPage County,19.17%,80.83%,3774751.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/28/2020,IL,Illinois,DuPage County,19.08%,80.92%,3903469.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,2/29/2020,IL,Illinois,DuPage County,20.47%,79.53%,3989115.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,3/1/2020,IL,Illinois,DuPage County,22.05%,77.95%,3453983.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,3/2/2020,IL,Illinois,DuPage County,20.31%,79.69%,3555932.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,3/3/2020,IL,Illinois,DuPage County,19.15%,80.85%,3557067.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,3/4/2020,IL,Illinois,DuPage County,19.25%,80.75%,3683313.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,3/5/2020,IL,Illinois,DuPage County,18.08%,81.92%,3526178.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,3/6/2020,IL,Illinois,DuPage County,18.09%,81.91%,3694104.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,3/7/2020,IL,Illinois,DuPage County,20.05%,79.95%,3815990.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,3/8/2020,IL,Illinois,DuPage County,22.58%,77.42%,3400136.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,3/9/2020,IL,Illinois,DuPage County,20.16%,79.84%,3380766.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,3/10/2020,IL,Illinois,DuPage County,19.45%,80.55%,3575590.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,3/11/2020,IL,Illinois,DuPage County,19.82%,80.18%,3431125.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,3/12/2020,IL,Illinois,DuPage County,20.71%,79.29%,3553182.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,3/13/2020,IL,Illinois,DuPage County,20.44%,79.56%,3786472.0,0,88711.0,922921,41.8243831,-88.0900762,0
County,3/14/2020,IL,Illinois,DuPage County,25.23%,74.77%,3391442.0,1,88711.0,922921,41.8243831,-88.0900762,1
County,3/15/2020,IL,Illinois,DuPage County,28.95%,71.05%,2996732.0,1,88711.0,922921,41.8243831,-88.0900762,0
County,3/16/2020,IL,Illinois,DuPage County,25.2%,74.8%,3160356.0,5,88711.0,922921,41.8243831,-88.0900762,4
County,3/17/2020,IL,Illinois,DuPage County,28.4%,71.6%,3056258.0,26,88711.0,922921,41.8243831,-88.0900762,21
County,3/18/2020,IL,Illinois,DuPage County,30.99%,69.01%,2840242.0,45,88711.0,922921,41.8243831,-88.0900762,19
County,3/19/2020,IL,Illinois,DuPage County,31.21%,68.79%,2888654.0,54,88711.0,922921,41.8243831,-88.0900762,9
County,3/20/2020,IL,Illinois,DuPage County,31.5%,68.5%,2948371.0,57,88711.0,922921,41.8243831,-88.0900762,3
County,3/21/2020,IL,Illinois,DuPage County,34.69%,65.31%,2736144.0,65,88711.0,922921,41.8243831,-88.0900762,8
County,3/22/2020,IL,Illinois,DuPage County,36.41%,63.59%,1977469.0,79,88711.0,922921,41.8243831,-88.0900762,14
County,3/23/2020,IL,Illinois,DuPage County,32.21%,67.79%,2313105.0,95,88711.0,922921,41.8243831,-88.0900762,16
County,3/24/2020,IL,Illinois,DuPage County,32.06%,67.94%,2461447.0,103,88711.0,922921,41.8243831,-88.0900762,8
County,3/25/2020,IL,Illinois,DuPage County,31.56%,68.44%,2526082.0,131,88711.0,922921,41.8243831,-88.0900762,28
County,3/26/2020,IL,Illinois,DuPage County,32.15%,67.85%,2451581.0,182,88711.0,922921,41.8243831,-88.0900762,51
County,3/27/2020,IL,Illinois,DuPage County,31.7%,68.3%,2488265.0,199,88711.0,922921,41.8243831,-88.0900762,17
County,3/28/2020,IL,Illinois,DuPage County,33.45%,66.55%,2385126.0,202,88711.0,922921,41.8243831,-88.0900762,3
County,3/29/2020,IL,Illinois,DuPage County,35.93%,64.07%,2067262.0,274,88711.0,922921,41.8243831,-88.0900762,72
County,3/30/2020,IL,Illinois,DuPage County,31.47%,68.53%,2450517.0,320,88711.0,922921,41.8243831,-88.0900762,46
