GEO_ID,NAME,B19013_001E,B19013_001M
id,Geographic Area Name,Estimate!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Margin of Error!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars)
0500000US06061,"Placer County, California",84357,1469
0500000US42097,"Northumberland County, Pennsylvania",47063,1630
0500000US48019,"Bandera County, Texas",53683,4866
0500000US33013,"Merrimack County, New Hampshire",72478,1697
0500000US48299,"Llano County, Texas",52178,2922
0500000US08017,"Cheyenne County, Colorado",55227,5083
0500000US53057,"Skagit County, Washington",62865,1581
0500000US47151,"Scott County, Tennessee",35453,3957
0500000US19151,"Pocahontas County, Iowa",49877,3151
0500000US48133,"Eastland County, Texas",35325,2490
0500000US55063,"La Crosse County, Wisconsin",55479,1432
0500000US47055,"Giles County, Tennessee",47528,3855
0500000US37049,"Craven County, North Carolina",50870,1421
0500000US05065,"Izard County, Arkansas",40218,3817
0500000US17033,"Crawford County, Illinois",49233,2101
0500000US50009,"Essex County, Vermont",41045,2661
0500000US08111,"San Juan County, Colorado",46563,9920
0500000US29093,"Iron County, Missouri",37188,2632
0500000US12027,"DeSoto County, Florida",35057,2284
0500000US17123,"Marshall County, Illinois",55901,3261
0500000US13089,"DeKalb County, Georgia",59280,920
0500000US50023,"Washington County, Vermont",62108,2065
0500000US48357,"Ochiltree County, Texas",49928,4789
0500000US13315,"Wilcox County, Georgia",36077,5131
0500000US13161,"Jeff Davis County, Georgia",36531,4084
0500000US40133,"Seminole County, Oklahoma",38706,1457
0500000US51017,"Bath County, Virginia",46137,2875
0500000US72081,"Lares Municipio, Puerto Rico",14540,1599
0500000US05115,"Pope County, Arkansas",41914,2119
0500000US01117,"Shelby County, Alabama",75761,1348
0500000US29221,"Washington County, Missouri",39621,2188
0500000US37015,"Bertie County, North Carolina",33143,2320
0500000US24001,"Allegany County, Maryland",44065,1148
0500000US48377,"Presidio County, Texas",27061,6108
0500000US54077,"Preston County, West Virginia",48317,2110
0500000US23027,"Waldo County, Maine",51564,1933
0500000US47049,"Fentress County, Tennessee",35084,2375
0500000US47141,"Putnam County, Tennessee",40888,2074
0500000US31175,"Valley County, Nebraska",55170,5388
0500000US46095,"Mellette County, South Dakota",31222,2799
0500000US51003,"Albemarle County, Virginia",75394,2534
0500000US45089,"Williamsburg County, South Carolina",32351,2519
0500000US25027,"Worcester County, Massachusetts",71895,745
0500000US30017,"Custer County, Montana",55841,5272
0500000US17061,"Greene County, Illinois",46052,2385
0500000US08043,"Fremont County, Colorado",46296,2175
0500000US46009,"Bon Homme County, South Dakota",54450,4077
0500000US34009,"Cape May County, New Jersey",63690,1641
0500000US31061,"Franklin County, Nebraska",49235,2942
0500000US51061,"Fauquier County, Virginia",97469,3787
0500000US48223,"Hopkins County, Texas",51877,2465
0500000US55061,"Kewaunee County, Wisconsin",63118,2388
0500000US02282,"Yakutat City and Borough, Alaska",65833,9645
0500000US16043,"Fremont County, Idaho",53311,4172
0500000US28161,"Yalobusha County, Mississippi",41864,3375
0500000US18139,"Rush County, Indiana",50535,2767
0500000US51700,"Newport News city, Virginia",51884,1249
0500000US31117,"McPherson County, Nebraska",48882,7216
0500000US17149,"Pike County, Illinois",42664,2354
0500000US48233,"Hutchinson County, Texas",50651,3341
0500000US72053,"Fajardo Municipio, Puerto Rico",19068,1213
0500000US40127,"Pushmataha County, Oklahoma",37457,2145
0500000US17099,"LaSalle County, Illinois",56243,1366
0500000US21109,"Jackson County, Kentucky",32143,3874
0500000US40063,"Hughes County, Oklahoma",39265,1928
0500000US31135,"Perkins County, Nebraska",62469,3557
0500000US17023,"Clark County, Illinois",54158,3644
0500000US47095,"Lake County, Tennessee",34966,6297
0500000US37059,"Davie County, North Carolina",57611,2774
0500000US29167,"Polk County, Missouri",44892,2666
0500000US51107,"Loudoun County, Virginia",136268,2063
0500000US37073,"Gates County, North Carolina",52205,3839
0500000US40125,"Pottawatomie County, Oklahoma",47683,1214
0500000US06009,"Calaveras County, California",58151,3310
0500000US04007,"Gila County, Arizona",42092,1810
0500000US29186,"Ste. Genevieve County, Missouri",56234,5750
0500000US48267,"Kimble County, Texas",42500,3770
0500000US35061,"Valencia County, New Mexico",45084,2429
0500000US42065,"Jefferson County, Pennsylvania",46818,1640
0500000US21047,"Christian County, Kentucky",41235,1849
0500000US18079,"Jennings County, Indiana",49801,3944
0500000US37117,"Martin County, North Carolina",39205,3161
0500000US29005,"Atchison County, Missouri",48385,3253
0500000US29021,"Buchanan County, Missouri",50457,1896
0500000US30103,"Treasure County, Montana",42292,5528
0500000US18179,"Wells County, Indiana",56265,3748
0500000US04021,"Pinal County, Arizona",55550,944
0500000US22021,"Caldwell Parish, Louisiana",32174,5773
0500000US26157,"Tuscola County, Michigan",47694,1341
0500000US20053,"Ellsworth County, Kansas",48188,4498
0500000US42091,"Montgomery County, Pennsylvania",88166,1023
0500000US47157,"Shelby County, Tennessee",49782,691
0500000US27045,"Fillmore County, Minnesota",59451,1637
0500000US55083,"Oconto County, Wisconsin",57105,1759
0500000US08013,"Boulder County, Colorado",78642,1583
0500000US24021,"Frederick County, Maryland",91999,1580
0500000US18165,"Vermillion County, Indiana",48377,2530
0500000US48333,"Mills County, Texas",41827,6224
0500000US13063,"Clayton County, Georgia",45778,1197
0500000US17093,"Kendall County, Illinois",91764,3050
0500000US37125,"Moore County, North Carolina",57899,2155
0500000US54049,"Marion County, West Virginia",48605,1960
0500000US18027,"Daviess County, Indiana",51032,2118
0500000US21101,"Henderson County, Kentucky",45389,3458
0500000US38057,"Mercer County, North Dakota",79890,6265
0500000US26047,"Emmet County, Michigan",54055,1506
0500000US17075,"Iroquois County, Illinois",51825,2670
0500000US49031,"Piute County, Utah",39440,4761
0500000US46121,"Todd County, South Dakota",24257,3226
0500000US20141,"Osborne County, Kansas",48355,6994
0500000US26129,"Ogemaw County, Michigan",40150,1526
0500000US39143,"Sandusky County, Ohio",51701,1582
0500000US53023,"Garfield County, Washington",52525,7999
0500000US46031,"Corson County, South Dakota",35441,1898
0500000US25021,"Norfolk County, Massachusetts",99511,1321
0500000US05129,"Searcy County, Arkansas",36390,3678
0500000US48273,"Kleberg County, Texas",42021,3663
0500000US46129,"Walworth County, South Dakota",52123,6613
0500000US13153,"Houston County, Georgia",58770,2272
0500000US48097,"Cooke County, Texas",57646,4167
0500000US39009,"Athens County, Ohio",37778,3027
0500000US20025,"Clark County, Kansas",50368,6765
0500000US24013,"Carroll County, Maryland",93363,1867
0500000US49013,"Duchesne County, Utah",63919,2027
0500000US36019,"Clinton County, New York",55178,2165
0500000US48413,"Schleicher County, Texas",55677,15264
0500000US48507,"Zavala County, Texas",30988,5991
0500000US29229,"Wright County, Missouri",32752,2669
0500000US17141,"Ogle County, Illinois",59707,1963
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",31193,1173
0500000US13233,"Polk County, Georgia",43491,2813
0500000US13169,"Jones County, Georgia",53155,4716
0500000US13215,"Muscogee County, Georgia",45389,1085
0500000US40101,"Muskogee County, Oklahoma",42689,1814
0500000US08067,"La Plata County, Colorado",64372,2658
0500000US16047,"Gooding County, Idaho",48638,6438
0500000US20083,"Hodgeman County, Kansas",53854,6908
0500000US17163,"St. Clair County, Illinois",53681,1252
0500000US19039,"Clarke County, Iowa",51571,2506
0500000US22045,"Iberia Parish, Louisiana",45274,2488
0500000US36095,"Schoharie County, New York",53989,2361
0500000US48363,"Palo Pinto County, Texas",45979,4275
0500000US30089,"Sanders County, Montana",36984,3195
0500000US72151,"Yabucoa Municipio, Puerto Rico",16013,1364
0500000US12069,"Lake County, Florida",51884,1233
0500000US38061,"Mountrail County, North Dakota",70678,3909
0500000US47173,"Union County, Tennessee",41352,2106
0500000US39063,"Hancock County, Ohio",55644,1981
0500000US20131,"Nemaha County, Kansas",58644,4415
0500000US06007,"Butte County, California",48443,1477
0500000US39139,"Richland County, Ohio",47346,1723
0500000US36033,"Franklin County, New York",51696,2339
0500000US05135,"Sharp County, Arkansas",33708,3260
0500000US21023,"Bracken County, Kentucky",45827,4482
0500000US18173,"Warrick County, Indiana",70648,2954
0500000US30015,"Chouteau County, Montana",40942,2501
0500000US17115,"Macon County, Illinois",50444,1467
0500000US30023,"Deer Lodge County, Montana",41783,2642
0500000US23015,"Lincoln County, Maine",55180,2509
0500000US37001,"Alamance County, North Carolina",45735,1314
0500000US48227,"Howard County, Texas",51528,2638
0500000US72079,"Lajas Municipio, Puerto Rico",13747,1070
0500000US13157,"Jackson County, Georgia",62495,1852
0500000US13125,"Glascock County, Georgia",41686,3953
0500000US46063,"Harding County, South Dakota",57365,3335
0500000US37025,"Cabarrus County, North Carolina",64174,1421
0500000US48041,"Brazos County, Texas",46839,1913
0500000US48401,"Rusk County, Texas",52329,2398
0500000US12067,"Lafayette County, Florida",39543,12393
0500000US19009,"Audubon County, Iowa",50397,3408
0500000US22075,"Plaquemines Parish, Louisiana",52386,5481
0500000US29067,"Douglas County, Missouri",34372,3024
0500000US51730,"Petersburg city, Virginia",36135,1580
0500000US05001,"Arkansas County, Arkansas",39466,2862
0500000US13243,"Randolph County, Georgia",30914,3707
0500000US48145,"Falls County, Texas",38032,3400
0500000US39093,"Lorain County, Ohio",56965,1012
0500000US05075,"Lawrence County, Arkansas",38528,2394
0500000US32021,"Mineral County, Nevada",41163,9057
0500000US48397,"Rockwall County, Texas",94767,3323
0500000US48021,"Bastrop County, Texas",62941,3059
0500000US48393,"Roberts County, Texas",73854,12671
0500000US15007,"Kauai County, Hawaii",78482,3257
0500000US31107,"Knox County, Nebraska",49752,2073
0500000US72037,"Ceiba Municipio, Puerto Rico",19103,2515
0500000US53019,"Ferry County, Washington",41924,2617
0500000US13023,"Bleckley County, Georgia",45029,5887
0500000US36063,"Niagara County, New York",54085,1268
0500000US16085,"Valley County, Idaho",55299,6674
0500000US27093,"Meeker County, Minnesota",61856,1904
0500000US27033,"Cottonwood County, Minnesota",53354,2701
0500000US51005,"Alleghany County, Virginia",47794,3629
0500000US01099,"Monroe County, Alabama",30141,4709
0500000US26089,"Leelanau County, Michigan",63831,2584
0500000US33001,"Belknap County, New Hampshire",68368,3130
0500000US38023,"Divide County, North Dakota",60074,11328
0500000US47133,"Overton County, Tennessee",36558,1788
0500000US48319,"Mason County, Texas",40708,4263
0500000US26023,"Branch County, Michigan",50536,1543
0500000US12041,"Gilchrist County, Florida",42357,3068
0500000US48463,"Uvalde County, Texas",41752,3354
0500000US29133,"Mississippi County, Missouri",32846,3218
0500000US39039,"Defiance County, Ohio",57665,1949
0500000US48243,"Jeff Davis County, Texas",53194,14890
0500000US02220,"Sitka City and Borough, Alaska",71534,4048
0500000US05051,"Garland County, Arkansas",43146,1686
0500000US16029,"Caribou County, Idaho",59611,5580
0500000US12029,"Dixie County, Florida",38237,2882
0500000US36013,"Chautauqua County, New York",45332,1182
0500000US21221,"Trigg County, Kentucky",52279,6191
0500000US26029,"Charlevoix County, Michigan",53207,2248
0500000US13149,"Heard County, Georgia",48094,3718
0500000US30093,"Silver Bow County, Montana",42237,2458
0500000US23029,"Washington County, Maine",41384,1570
0500000US13121,"Fulton County, Georgia",64787,809
0500000US12045,"Gulf County, Florida",44291,4298
0500000US31109,"Lancaster County, Nebraska",58009,1076
0500000US20199,"Wallace County, Kansas",58875,13604
0500000US42133,"York County, Pennsylvania",63902,933
0500000US01131,"Wilcox County, Alabama",27237,4033
0500000US27063,"Jackson County, Minnesota",57010,3075
0500000US08001,"Adams County, Colorado",67575,991
0500000US13091,"Dodge County, Georgia",35757,3008
0500000US72129,"San Lorenzo Municipio, Puerto Rico",18821,1560
0500000US48271,"Kinney County, Texas",31468,6246
0500000US24043,"Washington County, Maryland",59719,1519
0500000US39165,"Warren County, Ohio",83330,1930
0500000US39049,"Franklin County, Ohio",58762,635
0500000US05033,"Crawford County, Arkansas",46619,1940
0500000US39011,"Auglaize County, Ohio",61758,1899
0500000US47117,"Marshall County, Tennessee",49370,3134
0500000US21063,"Elliott County, Kentucky",33377,4651
0500000US33003,"Carroll County, New Hampshire",61116,2483
0500000US18105,"Monroe County, Indiana",47075,1695
0500000US48443,"Terrell County, Texas",33750,12715
0500000US06081,"San Mateo County, California",113776,1672
0500000US54039,"Kanawha County, West Virginia",45426,1901
0500000US48121,"Denton County, Texas",83376,1008
0500000US12127,"Volusia County, Florida",46760,849
0500000US48173,"Glasscock County, Texas",75833,17605
0500000US27043,"Faribault County, Minnesota",52286,2106
0500000US40091,"McIntosh County, Oklahoma",37086,1988
0500000US20071,"Greeley County, Kansas",51250,8034
0500000US24019,"Dorchester County, Maryland",52145,4243
0500000US30037,"Golden Valley County, Montana",39952,9452
0500000US37091,"Hertford County, North Carolina",37005,3646
0500000US38059,"Morton County, North Dakota",67584,4161
0500000US36079,"Putnam County, New York",102186,2501
0500000US48325,"Medina County, Texas",61059,2853
0500000US26031,"Cheboygan County, Michigan",46161,2100
0500000US01017,"Chambers County, Alabama",39872,2347
0500000US17041,"Douglas County, Illinois",54218,1737
0500000US51099,"King George County, Virginia",87321,8183
0500000US01111,"Randolph County, Alabama",41449,3941
0500000US22105,"Tangipahoa Parish, Louisiana",46297,1962
0500000US01013,"Butler County, Alabama",39109,2026
0500000US36089,"St. Lawrence County, New York",49305,1513
0500000US48165,"Gaines County, Texas",59032,5358
0500000US21005,"Anderson County, Kentucky",54160,3933
0500000US05045,"Faulkner County, Arkansas",51930,2657
0500000US55051,"Iron County, Wisconsin",40801,2325
0500000US23003,"Aroostook County, Maine",39824,1210
0500000US01035,"Conecuh County, Alabama",33177,2481
0500000US27117,"Pipestone County, Minnesota",52309,5071
0500000US20087,"Jefferson County, Kansas",61793,2528
0500000US21003,"Allen County, Kentucky",40893,2985
0500000US34005,"Burlington County, New Jersey",84992,1319
0500000US22033,"East Baton Rouge Parish, Louisiana",52719,1110
0500000US35019,"Guadalupe County, New Mexico",24085,4362
0500000US36041,"Hamilton County, New York",57552,2633
0500000US20103,"Leavenworth County, Kansas",71184,2277
0500000US31179,"Wayne County, Nebraska",62623,8752
0500000US39047,"Fayette County, Ohio",46478,2496
0500000US40001,"Adair County, Oklahoma",32986,2093
0500000US19181,"Warren County, Iowa",74383,2944
0500000US22047,"Iberville Parish, Louisiana",47797,5222
0500000US17195,"Whiteside County, Illinois",53828,2296
0500000US51660,"Harrisonburg city, Virginia",43893,2962
0500000US21081,"Grant County, Kentucky",45610,4430
0500000US22003,"Allen Parish, Louisiana",41009,2733
0500000US18115,"Ohio County, Indiana",61148,4376
0500000US26059,"Hillsdale County, Michigan",48392,1547
0500000US42085,"Mercer County, Pennsylvania",48768,1332
0500000US36113,"Warren County, New York",59813,2104
0500000US42067,"Juniata County, Pennsylvania",52765,2106
0500000US36039,"Greene County, New York",53617,2813
0500000US30007,"Broadwater County, Montana",56469,4343
0500000US13071,"Colquitt County, Georgia",35472,1945
0500000US08061,"Kiowa County, Colorado",39784,3824
0500000US13223,"Paulding County, Georgia",66467,3103
0500000US42077,"Lehigh County, Pennsylvania",62178,979
0500000US54065,"Morgan County, West Virginia",50661,3044
0500000US12077,"Liberty County, Florida",37363,4408
0500000US48215,"Hidalgo County, Texas",38398,891
0500000US12115,"Sarasota County, Florida",58644,1090
0500000US53017,"Douglas County, Washington",60452,4163
0500000US30067,"Park County, Montana",49194,6143
0500000US38091,"Steele County, North Dakota",65848,4743
0500000US13073,"Columbia County, Georgia",76938,2271
0500000US55019,"Clark County, Wisconsin",51872,927
0500000US18167,"Vigo County, Indiana",43859,1170
0500000US30021,"Dawson County, Montana",59820,3990
0500000US45071,"Newberry County, South Carolina",42765,2131
0500000US53007,"Chelan County, Washington",56135,2615
0500000US42069,"Lackawanna County, Pennsylvania",50875,1145
0500000US19061,"Dubuque County, Iowa",61321,1092
0500000US38105,"Williams County, North Dakota",86575,8091
0500000US40145,"Wagoner County, Oklahoma",61566,1348
0500000US31111,"Lincoln County, Nebraska",56794,3095
0500000US51047,"Culpeper County, Virginia",73116,2713
0500000US55093,"Pierce County, Wisconsin",72111,2529
0500000US06015,"Del Norte County, California",45258,5035
0500000US55133,"Waukesha County, Wisconsin",84331,918
0500000US38055,"McLean County, North Dakota",65648,3173
0500000US41009,"Columbia County, Oregon",59714,3078
0500000US05009,"Boone County, Arkansas",43262,1685
0500000US29105,"Laclede County, Missouri",46192,3544
0500000US47057,"Grainger County, Tennessee",42997,3743
0500000US46051,"Grant County, South Dakota",62532,7724
0500000US27127,"Redwood County, Minnesota",53230,2747
0500000US20185,"Stafford County, Kansas",48563,2935
0500000US22029,"Concordia Parish, Louisiana",31813,5909
0500000US21123,"Larue County, Kentucky",41779,3612
0500000US48157,"Fort Bend County, Texas",95561,1694
0500000US27037,"Dakota County, Minnesota",83288,1023
0500000US48477,"Washington County, Texas",56237,5282
0500000US17065,"Hamilton County, Illinois",56862,4069
0500000US33015,"Rockingham County, New Hampshire",90429,1616
0500000US37131,"Northampton County, North Carolina",35499,1596
0500000US54067,"Nicholas County, West Virginia",38468,2229
0500000US31065,"Furnas County, Nebraska",47989,2055
0500000US13205,"Mitchell County, Georgia",37027,4098
0500000US04001,"Apache County, Arizona",32963,1614
0500000US13217,"Newton County, Georgia",53309,2381
0500000US35013,"Do�a Ana County, New Mexico",39164,1431
0500000US36031,"Essex County, New York",56196,2091
0500000US55113,"Sawyer County, Wisconsin",44555,1639
0500000US26149,"St. Joseph County, Michigan",50117,1027
0500000US21057,"Cumberland County, Kentucky",32906,4710
0500000US28005,"Amite County, Mississippi",31854,3864
0500000US26097,"Mackinac County, Michigan",46507,2323
0500000US48205,"Hartley County, Texas",59280,9890
0500000US06039,"Madera County, California",52884,1923
0500000US72093,"Maricao Municipio, Puerto Rico",13262,2413
0500000US28009,"Benton County, Mississippi",35974,5242
0500000US35007,"Colfax County, New Mexico",33783,4196
0500000US47097,"Lauderdale County, Tennessee",37915,2098
0500000US47019,"Carter County, Tennessee",36589,1614
0500000US27021,"Cass County, Minnesota",50173,1503
0500000US47171,"Unicoi County, Tennessee",39851,2947
0500000US45087,"Union County, South Carolina",40120,2635
0500000US20127,"Morris County, Kansas",50352,6012
0500000US53075,"Whitman County, Washington",42163,2124
0500000US06067,"Sacramento County, California",63902,512
0500000US19131,"Mitchell County, Iowa",55553,2948
0500000US30031,"Gallatin County, Montana",61499,1915
0500000US18157,"Tippecanoe County, Indiana",51844,1478
0500000US12039,"Gadsden County, Florida",40922,2788
0500000US18071,"Jackson County, Indiana",49506,3494
0500000US51173,"Smyth County, Virginia",40425,1626
0500000US08109,"Saguache County, Colorado",34410,5288
0500000US31001,"Adams County, Nebraska",51536,2722
0500000US34017,"Hudson County, New Jersey",66289,1155
0500000US45013,"Beaufort County, South Carolina",63110,1983
0500000US53029,"Island County, Washington",64809,1871
0500000US47189,"Wilson County, Tennessee",71513,2237
0500000US48089,"Colorado County, Texas",49504,4080
0500000US17013,"Calhoun County, Illinois",54392,6158
0500000US54025,"Greenbrier County, West Virginia",39038,2982
0500000US06073,"San Diego County, California",74855,578
0500000US28085,"Lincoln County, Mississippi",40355,3626
0500000US51113,"Madison County, Virginia",54197,4437
0500000US06055,"Napa County, California",84753,2198
0500000US26151,"Sanilac County, Michigan",45277,1461
0500000US08033,"Dolores County, Colorado",41714,7892
0500000US38083,"Sheridan County, North Dakota",49261,5345
0500000US47101,"Lewis County, Tennessee",37139,3079
0500000US30107,"Wheatland County, Montana",41186,3688
0500000US42003,"Allegheny County, Pennsylvania",58383,611
0500000US19103,"Johnson County, Iowa",61640,1417
0500000US01109,"Pike County, Alabama",34678,3262
0500000US46005,"Beadle County, South Dakota",51700,3767
0500000US13151,"Henry County, Georgia",68609,1427
0500000US13163,"Jefferson County, Georgia",34300,3596
0500000US20035,"Cowley County, Kansas",48087,1792
0500000US17131,"Mercer County, Illinois",58011,2218
0500000US31003,"Antelope County, Nebraska",48716,2850
0500000US17091,"Kankakee County, Illinois",57981,1451
0500000US55115,"Shawano County, Wisconsin",54143,1727
0500000US18117,"Orange County, Indiana",45341,3741
0500000US38097,"Traill County, North Dakota",62870,2736
0500000US18155,"Switzerland County, Indiana",47929,4007
0500000US26027,"Cass County, Michigan",53571,1744
0500000US12129,"Wakulla County, Florida",62778,2792
0500000US26147,"St. Clair County, Michigan",55240,1156
0500000US55119,"Taylor County, Wisconsin",51698,1484
0500000US40071,"Kay County, Oklahoma",45426,1758
0500000US13007,"Baker County, Georgia",37188,11467
0500000US51043,"Clarke County, Virginia",77936,6550
0500000US28031,"Covington County, Mississippi",35931,6174
0500000US39113,"Montgomery County, Ohio",49314,676
0500000US26053,"Gogebic County, Michigan",38798,3213
0500000US44009,"Washington County, Rhode Island",81301,2985
0500000US18133,"Putnam County, Indiana",56169,2581
0500000US20081,"Haskell County, Kansas",53527,5094
0500000US37133,"Onslow County, North Carolina",49491,1299
0500000US31007,"Banner County, Nebraska",59625,7001
0500000US16007,"Bear Lake County, Idaho",54265,4379
0500000US17157,"Randolph County, Illinois",52107,2247
0500000US31169,"Thayer County, Nebraska",50734,3321
0500000US35037,"Quay County, New Mexico",27075,1630
0500000US38075,"Renville County, North Dakota",68182,4577
0500000US48313,"Madison County, Texas",49428,4164
0500000US35028,"Los Alamos County, New Mexico",115248,7220
0500000US17001,"Adams County, Illinois",51398,1583
0500000US48127,"Dimmit County, Texas",27832,6110
0500000US54053,"Mason County, West Virginia",40347,4476
0500000US31165,"Sioux County, Nebraska",46875,6794
0500000US46025,"Clark County, South Dakota",47798,6065
0500000US28067,"Jones County, Mississippi",41263,3241
0500000US01127,"Walker County, Alabama",41748,1803
0500000US29215,"Texas County, Missouri",35277,3115
0500000US49053,"Washington County, Utah",56877,1511
0500000US20153,"Rawlins County, Kansas",48125,6393
0500000US27069,"Kittson County, Minnesota",57112,3671
0500000US13115,"Floyd County, Georgia",46367,1732
0500000US18055,"Greene County, Indiana",49177,2746
0500000US31125,"Nance County, Nebraska",45833,5080
0500000US06027,"Inyo County, California",52874,3230
0500000US40009,"Beckham County, Oklahoma",48725,5363
0500000US45047,"Greenwood County, South Carolina",40982,1671
0500000US21187,"Owen County, Kentucky",45338,4853
0500000US22001,"Acadia Parish, Louisiana",41177,3101
0500000US15009,"Maui County, Hawaii",77117,2267
0500000US31095,"Jefferson County, Nebraska",43295,3680
0500000US39067,"Harrison County, Ohio",48462,2748
0500000US42117,"Tioga County, Pennsylvania",50667,2287
0500000US29061,"Daviess County, Missouri",50380,2063
0500000US20079,"Harvey County, Kansas",56051,2814
0500000US54091,"Taylor County, West Virginia",47205,2734
0500000US47005,"Benton County, Tennessee",33125,3782
0500000US28137,"Tate County, Mississippi",51056,4878
0500000US45059,"Laurens County, South Carolina",41578,1485
0500000US13047,"Catoosa County, Georgia",55125,1936
0500000US31005,"Arthur County, Nebraska",43854,2911
0500000US28119,"Quitman County, Mississippi",25510,2768
0500000US35033,"Mora County, New Mexico",26968,5927
0500000US45065,"McCormick County, South Carolina",42262,4551
0500000US26143,"Roscommon County, Michigan",40302,1468
0500000US16025,"Camas County, Idaho",38393,9114
0500000US17143,"Peoria County, Illinois",54770,1331
0500000US18051,"Gibson County, Indiana",52620,2726
0500000US12037,"Franklin County, Florida",42855,5298
0500000US29053,"Cooper County, Missouri",48750,2679
0500000US47183,"Weakley County, Tennessee",38566,1757
0500000US46039,"Deuel County, South Dakota",57930,4770
0500000US47077,"Henderson County, Tennessee",42430,2964
0500000US18091,"LaPorte County, Indiana",51101,1370
0500000US28061,"Jasper County, Mississippi",35931,4566
0500000US08089,"Otero County, Colorado",34136,2884
0500000US45051,"Horry County, South Carolina",48279,845
0500000US46097,"Miner County, South Dakota",51394,7871
0500000US20187,"Stanton County, Kansas",46726,5581
0500000US37157,"Rockingham County, North Carolina",42490,1658
0500000US39017,"Butler County, Ohio",63358,875
0500000US28123,"Scott County, Mississippi",33735,3749
0500000US17027,"Clinton County, Illinois",65010,3226
0500000US40135,"Sequoyah County, Oklahoma",38328,1622
0500000US48399,"Runnels County, Texas",41732,3559
0500000US29185,"St. Clair County, Missouri",38470,2312
0500000US48493,"Wilson County, Texas",72445,4432
0500000US29151,"Osage County, Missouri",58476,3484
0500000US46015,"Brule County, South Dakota",50839,4036
0500000US47135,"Perry County, Tennessee",34634,7931
0500000US13143,"Haralson County, Georgia",46353,3132
0500000US48431,"Sterling County, Texas",59286,14886
0500000US20095,"Kingman County, Kansas",58483,3993
0500000US38051,"McIntosh County, North Dakota",50739,5013
0500000US21053,"Clinton County, Kentucky",31115,2774
0500000US51025,"Brunswick County, Virginia",41927,3130
0500000US12065,"Jefferson County, Florida",48173,8083
0500000US55085,"Oneida County, Wisconsin",54198,1462
0500000US45009,"Bamberg County, South Carolina",32229,5161
0500000US27141,"Sherburne County, Minnesota",85818,2247
0500000US48355,"Nueces County, Texas",55048,1208
0500000US19045,"Clinton County, Iowa",50156,2409
0500000US30041,"Hill County, Montana",47141,3162
0500000US13165,"Jenkins County, Georgia",27311,4316
0500000US51147,"Prince Edward County, Virginia",46189,4053
0500000US06019,"Fresno County, California",51261,808
0500000US37109,"Lincoln County, North Carolina",53318,1752
0500000US38029,"Emmons County, North Dakota",51029,4763
0500000US51051,"Dickenson County, Virginia",29226,2792
0500000US40103,"Noble County, Oklahoma",53253,4133
0500000US18161,"Union County, Indiana",48227,3082
0500000US01069,"Houston County, Alabama",45496,941
0500000US28093,"Marshall County, Mississippi",41572,3790
0500000US38003,"Barnes County, North Dakota",57064,5355
0500000US47155,"Sevier County, Tennessee",45943,1619
0500000US48039,"Brazoria County, Texas",79270,2003
0500000US08095,"Phillips County, Colorado",50724,6930
0500000US47063,"Hamblen County, Tennessee",42589,2422
0500000US29207,"Stoddard County, Missouri",40567,1966
0500000US12035,"Flagler County, Florida",53872,1465
0500000US17059,"Gallatin County, Illinois",42500,3799
0500000US05101,"Newton County, Arkansas",39896,6153
0500000US33017,"Strafford County, New Hampshire",70650,2218
0500000US47111,"Macon County, Tennessee",36246,2762
0500000US48183,"Gregg County, Texas",49287,1254
0500000US40037,"Creek County, Oklahoma",49578,1759
0500000US55049,"Iowa County, Wisconsin",62785,3091
0500000US40109,"Oklahoma County, Oklahoma",52855,570
0500000US29179,"Reynolds County, Missouri",40929,6136
0500000US53027,"Grays Harbor County, Washington",47770,2089
0500000US48503,"Young County, Texas",47194,5168
0500000US12111,"St. Lucie County, Florida",49373,1326
0500000US39127,"Perry County, Ohio",48811,2401
0500000US29125,"Maries County, Missouri",44436,3132
0500000US08115,"Sedgwick County, Colorado",45188,6445
0500000US16061,"Lewis County, Idaho",41326,1580
0500000US16039,"Elmore County, Idaho",46715,2094
0500000US39053,"Gallia County, Ohio",42113,2765
0500000US19067,"Floyd County, Iowa",48110,3133
0500000US42037,"Columbia County, Pennsylvania",49889,2025
0500000US41031,"Jefferson County, Oregon",50339,3686
0500000US31045,"Dawes County, Nebraska",51748,5263
0500000US06107,"Tulare County, California",47518,1141
0500000US49017,"Garfield County, Utah",52337,8788
0500000US01049,"DeKalb County, Alabama",39233,2081
0500000US13303,"Washington County, Georgia",38092,3776
0500000US28065,"Jefferson Davis County, Mississippi",30083,5768
0500000US26071,"Iron County, Michigan",38918,2509
0500000US34039,"Union County, New Jersey",77095,1577
0500000US47017,"Carroll County, Tennessee",40810,1959
0500000US55003,"Ashland County, Wisconsin",43861,2544
0500000US29153,"Ozark County, Missouri",32601,1926
0500000US42119,"Union County, Pennsylvania",56026,2766
0500000US13249,"Schley County, Georgia",41276,3478
0500000US51145,"Powhatan County, Virginia",83914,4985
0500000US42019,"Butler County, Pennsylvania",68472,1115
0500000US22103,"St. Tammany Parish, Louisiana",67706,1782
0500000US06085,"Santa Clara County, California",116178,938
0500000US36017,"Chenango County, New York",50595,1427
0500000US30083,"Richland County, Montana",67272,4177
